[aaa] Max Price: 12, Min Price: 5, Unweighted Average Price: 5.909090909090909, Total Volume Traded: 8024
[fdb] Max Price: 47, Min Price: 5, Unweighted Average Price: 18.70967741935484, Total Volume Traded: 9398
[fdc] Max Price: 274, Min Price: 33, Unweighted Average Price: 135.40322580645162, Total Volume Traded: 8788
[fdd] Max Price: 260, Min Price: 29, Unweighted Average Price: 116.76190476190476, Total Volume Traded: 8196
[fde] Max Price: 218, Min Price: 44, Unweighted Average Price: 123.08163265306122, Total Volume Traded: 7575
[fdf] Max Price: 102, Min Price: 5, Unweighted Average Price: 28.306451612903224, Total Volume Traded: 9010
[fdg] Max Price: 185, Min Price: 77, Unweighted Average Price: 117.859375, Total Volume Traded: 9332
[fea] Max Price: 123, Min Price: 9, Unweighted Average Price: 40.01639344262295, Total Volume Traded: 8958
[feb] Max Price: 322, Min Price: 79, Unweighted Average Price: 185.984126984127, Total Volume Traded: 9548
[fec] Max Price: 120, Min Price: 63, Unweighted Average Price: 94.66037735849056, Total Volume Traded: 8470
[fed] Max Price: 135, Min Price: 5, Unweighted Average Price: 47.81818181818182, Total Volume Traded: 10069
[fee] Max Price: 220, Min Price: 48, Unweighted Average Price: 110.16666666666667, Total Volume Traded: 10378
[fef] Max Price: 144, Min Price: 7, Unweighted Average Price: 62.23809523809524, Total Volume Traded: 8626
[feg] Max Price: 27, Min Price: 5, Unweighted Average Price: 7.6875, Total Volume Traded: 9014
[ffa] Max Price: 330, Min Price: 98, Unweighted Average Price: 188.7076923076923, Total Volume Traded: 9709
[ffb] Max Price: 456, Min Price: 40, Unweighted Average Price: 176.3968253968254, Total Volume Traded: 9753
[ffc] Max Price: 207, Min Price: 82, Unweighted Average Price: 129.79310344827587, Total Volume Traded: 9195
[ffd] Max Price: 160, Min Price: 34, Unweighted Average Price: 92.62962962962963, Total Volume Traded: 7923
[ffe] Max Price: 453, Min Price: 216, Unweighted Average Price: 295.0943396226415, Total Volume Traded: 7597
[fff] Max Price: 469, Min Price: 190, Unweighted Average Price: 290.10169491525426, Total Volume Traded: 8434
[ffg] Max Price: 99, Min Price: 45, Unweighted Average Price: 69.41379310344827, Total Volume Traded: 9283
[fga] Max Price: 76, Min Price: 5, Unweighted Average Price: 18.455882352941178, Total Volume Traded: 10324
[fgb] Max Price: 281, Min Price: 112, Unweighted Average Price: 193.64150943396226, Total Volume Traded: 7766
[fgc] Max Price: 234, Min Price: 20, Unweighted Average Price: 56.152542372881356, Total Volume Traded: 9179
[fgd] Max Price: 186, Min Price: 41, Unweighted Average Price: 90.16949152542372, Total Volume Traded: 8282
[fge] Max Price: 32, Min Price: 5, Unweighted Average Price: 10.076923076923077, Total Volume Traded: 8211
[fgf] Max Price: 33, Min Price: 5, Unweighted Average Price: 17.366666666666667, Total Volume Traded: 8486
[fgg] Max Price: 962, Min Price: 218, Unweighted Average Price: 510.4166666666667, Total Volume Traded: 8706
[gaa] Max Price: 377, Min Price: 126, Unweighted Average Price: 207.135593220339, Total Volume Traded: 9738
[gab] Max Price: 338, Min Price: 17, Unweighted Average Price: 146.9298245614035, Total Volume Traded: 9051
[gac] Max Price: 461, Min Price: 167, Unweighted Average Price: 257.6181818181818, Total Volume Traded: 9165
[gad] Max Price: 374, Min Price: 153, Unweighted Average Price: 232.56060606060606, Total Volume Traded: 10698
[gae] Max Price: 278, Min Price: 76, Unweighted Average Price: 142.42372881355934, Total Volume Traded: 8305
[gaf] Max Price: 129, Min Price: 20, Unweighted Average Price: 69.4, Total Volume Traded: 9759
[gag] Max Price: 250, Min Price: 45, Unweighted Average Price: 134.45901639344262, Total Volume Traded: 8988
[gba] Max Price: 34, Min Price: 5, Unweighted Average Price: 12.14, Total Volume Traded: 8498
[gbb] Max Price: 55, Min Price: 5, Unweighted Average Price: 26.8, Total Volume Traded: 9018
[gbc] Max Price: 132, Min Price: 53, Unweighted Average Price: 81.24074074074075, Total Volume Traded: 8983
[gbd] Max Price: 184, Min Price: 51, Unweighted Average Price: 105.74137931034483, Total Volume Traded: 8464
[gbe] Max Price: 200, Min Price: 35, Unweighted Average Price: 90.64406779661017, Total Volume Traded: 8651
[gbf] Max Price: 160, Min Price: 5, Unweighted Average Price: 52.13636363636363, Total Volume Traded: 10337
[gbg] Max Price: 227, Min Price: 35, Unweighted Average Price: 78.10714285714286, Total Volume Traded: 9227
[gca] Max Price: 48, Min Price: 5, Unweighted Average Price: 11.634920634920634, Total Volume Traded: 8992
[gcb] Max Price: 106, Min Price: 5, Unweighted Average Price: 27.921875, Total Volume Traded: 10088
[gcc] Max Price: 29, Min Price: 5, Unweighted Average Price: 11.147540983606557, Total Volume Traded: 9423
[gcd] Max Price: 261, Min Price: 37, Unweighted Average Price: 91.62068965517241, Total Volume Traded: 8654
[gce] Max Price: 287, Min Price: 63, Unweighted Average Price: 132.18965517241378, Total Volume Traded: 9059
[gcf] Max Price: 320, Min Price: 63, Unweighted Average Price: 173.71666666666667, Total Volume Traded: 8768
[gcg] Max Price: 719, Min Price: 210, Unweighted Average Price: 399.0655737704918, Total Volume Traded: 10102
[gda] Max Price: 193, Min Price: 12, Unweighted Average Price: 75.66666666666667, Total Volume Traded: 10288
[gdb] Max Price: 137, Min Price: 56, Unweighted Average Price: 89.0, Total Volume Traded: 9136
[gdc] Max Price: 172, Min Price: 41, Unweighted Average Price: 81.41176470588235, Total Volume Traded: 9088
[gdd] Max Price: 16, Min Price: 5, Unweighted Average Price: 6.864406779661017, Total Volume Traded: 9555
[gde] Max Price: 252, Min Price: 126, Unweighted Average Price: 180.6727272727273, Total Volume Traded: 8664
[gdf] Max Price: 114, Min Price: 11, Unweighted Average Price: 41.21052631578947, Total Volume Traded: 7872
[gdg] Max Price: 81, Min Price: 9, Unweighted Average Price: 28.714285714285715, Total Volume Traded: 8855
[gea] Max Price: 492, Min Price: 109, Unweighted Average Price: 226.66666666666666, Total Volume Traded: 9052
[geb] Max Price: 401, Min Price: 127, Unweighted Average Price: 242.671875, Total Volume Traded: 9135
[gec] Max Price: 212, Min Price: 35, Unweighted Average Price: 130.4, Total Volume Traded: 8045
[ged] Max Price: 739, Min Price: 171, Unweighted Average Price: 356.6140350877193, Total Volume Traded: 8856
[gee] Max Price: 55, Min Price: 5, Unweighted Average Price: 21.413793103448278, Total Volume Traded: 8696
[gef] Max Price: 375, Min Price: 117, Unweighted Average Price: 220.5, Total Volume Traded: 10122
[geg] Max Price: 157, Min Price: 46, Unweighted Average Price: 81.44642857142857, Total Volume Traded: 9114
[gfa] Max Price: 124, Min Price: 36, Unweighted Average Price: 61.557377049180324, Total Volume Traded: 8688
[gfb] Max Price: 322, Min Price: 116, Unweighted Average Price: 187.28070175438597, Total Volume Traded: 7940
[gfc] Max Price: 278, Min Price: 108, Unweighted Average Price: 170.74603174603175, Total Volume Traded: 9650
[gfd] Max Price: 332, Min Price: 6, Unweighted Average Price: 78.06122448979592, Total Volume Traded: 7706
[gfe] Max Price: 27, Min Price: 5, Unweighted Average Price: 7.909090909090909, Total Volume Traded: 10669
[gff] Max Price: 281, Min Price: 90, Unweighted Average Price: 173.50877192982455, Total Volume Traded: 8266
[gfg] Max Price: 127, Min Price: 29, Unweighted Average Price: 76.9672131147541, Total Volume Traded: 9690
[gga] Max Price: 111, Min Price: 5, Unweighted Average Price: 49.89393939393939, Total Volume Traded: 10880
[ggb] Max Price: 157, Min Price: 20, Unweighted Average Price: 61.9344262295082, Total Volume Traded: 9830
[ggc] Max Price: 161, Min Price: 36, Unweighted Average Price: 94.875, Total Volume Traded: 8773
[ggd] Max Price: 487, Min Price: 179, Unweighted Average Price: 313.5, Total Volume Traded: 7180
[gge] Max Price: 38, Min Price: 16, Unweighted Average Price: 26.56140350877193, Total Volume Traded: 9277
[ggf] Max Price: 253, Min Price: 10, Unweighted Average Price: 76.07407407407408, Total Volume Traded: 7934
[ggg] Max Price: 682, Min Price: 177, Unweighted Average Price: 358.19117647058823, Total Volume Traded: 10288
